Date;Annee;Jour;Mois;Day Week;Schedule Type;Week Index;Index Day Week;Time Slot;Number of Boarding Passengers;Number of Disembarking Passengers;Number of Stops
2022-12-01;2022;1;12;Jeudi;NORMAL;48;4;7;58042;51136;14954
2022-12-01;2022;1;12;Jeudi;NORMAL;48;4;12;47433;47636;11464
2022-12-01;2022;1;12;Jeudi;NORMAL;48;4;14;39346;39148;10878
2022-12-01;2022;1;12;Jeudi;NORMAL;48;4;19;37301;40494;12947
2022-12-01;2022;1;12;Jeudi;NORMAL;48;4;10;31429;31981;10947
2022-12-01;2022;1;12;Jeudi;NORMAL;48;4;20;22097;23995;9446
2022-12-01;2022;1;12;Jeudi;NORMAL;48;4;23;8745;9368;5611
2022-12-01;2022;1;12;Jeudi;NORMAL;48;4;5;6401;5247;5345
2022-12-01;2022;1;12;Jeudi;NORMAL;48;4;1;203;335;323
2022-12-02;2022;2;12;Vendredi;NORMAL;48;5;17;70965;73271;15372
2022-12-02;2022;2;12;Vendredi;NORMAL;48;5;8;56809;59876;14961
2022-12-02;2022;2;12;Vendredi;NORMAL;48;5;12;50475;50823;11373
2022-12-02;2022;2;12;Vendredi;NORMAL;48;5;9;36561;38240;12357
2022-12-02;2022;2;12;Vendredi;NORMAL;48;5;10;32620;33002;10875
2022-12-02;2022;2;12;Vendredi;NORMAL;48;5;20;20444;22837;9287
2022-12-02;2022;2;12;Vendredi;NORMAL;48;5;22;18088;18309;5608
2022-12-02;2022;2;12;Vendredi;NORMAL;48;5;6;18030;15412;9879
2022-12-02;2022;2;12;Vendredi;NORMAL;48;5;3;259;304;343
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;17;47112;47456;9826
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;18;40097;42314;9269
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;13;37292;36897;9168
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;12;34645;34379;8812
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;10;26370;25472;7543
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;19;25523;26501;7100
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;20;19205;20045;5977
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;22;15596;15582;5538
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;8;14428;13536;7146
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;23;12490;13010;5609
2022-12-03;2022;3;12;Samedi;SAMEDI;48;6;5;3513;3215;3864
2022-12-04;2022;4;12;Dimanche;DIMANCHE;48;7;14;23700;23641;6643
2022-12-04;2022;4;12;Dimanche;DIMANCHE;48;7;16;23319;23550;6688
2022-12-04;2022;4;12;Dimanche;DIMANCHE;48;7;10;18256;17825;5556
2022-12-04;2022;4;12;Dimanche;DIMANCHE;48;7;21;8714;9145;4989
2022-12-04;2022;4;12;Dimanche;DIMANCHE;48;7;8;7492;6526;4876
2022-12-04;2022;4;12;Dimanche;DIMANCHE;48;7;7;4001;3770;4654
2022-12-04;2022;4;12;Dimanche;DIMANCHE;48;7;0;1436;1810;3544
2022-12-04;2022;4;12;Dimanche;DIMANCHE;48;7;1;155;259;292
2022-12-05;2022;5;12;Lundi;NORMAL;49;1;8;61761;65022;15013
2022-12-05;2022;5;12;Lundi;NORMAL;49;1;12;47000;46901;11464
2022-12-05;2022;5;12;Lundi;NORMAL;49;1;10;31474;31898;10895
2022-12-05;2022;5;12;Lundi;NORMAL;49;1;23;4911;5526;5573
2022-12-06;2022;6;12;Mardi;NORMAL;49;2;16;71185;66833;14540
2022-12-06;2022;6;12;Mardi;NORMAL;49;2;12;47886;48036;11427
2022-12-06;2022;6;12;Mardi;NORMAL;49;2;23;7264;8055;5515
2022-12-06;2022;6;12;Mardi;NORMAL;49;2;1;154;209;322
2022-12-07;2022;7;12;Mercredi;NORMAL;49;3;17;72354;71853;15370
2022-12-07;2022;7;12;Mercredi;NORMAL;49;3;18;56448;60273;15673
2022-12-07;2022;7;12;Mercredi;NORMAL;49;3;7;54750;48687;14968
2022-12-07;2022;7;12;Mercredi;NORMAL;49;3;11;44326;41178;10912
2022-12-07;2022;7;12;Mercredi;NORMAL;49;3;20;19928;21814;9349
2022-12-08;2022;8;12;Jeudi;NORMAL;49;4;8;65700;68963;15070
2022-12-08;2022;8;12;Jeudi;NORMAL;49;4;15;51395;49913;11332
2022-12-08;2022;8;12;Jeudi;NORMAL;49;4;11;41013;39276;10942
2022-12-08;2022;8;12;Jeudi;NORMAL;49;4;9;38943;41469;12424
2022-12-08;2022;8;12;Jeudi;NORMAL;49;4;4;686;425;808
2022-12-08;2022;8;12;Jeudi;NORMAL;49;4;1;256;382;323
2022-12-09;2022;9;12;Vendredi;NORMAL;49;5;16;73044;70149;14143
2022-12-09;2022;9;12;Vendredi;NORMAL;49;5;7;66105;60635;12511
2022-12-09;2022;9;12;Vendredi;NORMAL;49;5;18;53579;56024;14259
2022-12-09;2022;9;12;Vendredi;NORMAL;49;5;12;51414;51039;9510
2022-12-09;2022;9;12;Vendredi;NORMAL;49;5;19;42443;45055;12218
2022-12-09;2022;9;12;Vendredi;NORMAL;49;5;9;35169;37167;7860
2022-12-09;2022;9;12;Vendredi;NORMAL;49;5;21;14969;15569;6233
2022-12-09;2022;9;12;Vendredi;NORMAL;49;5;2;1444;1751;1258
2022-12-09;2022;9;12;Vendredi;NORMAL;49;5;4;959;656;1050
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;15;44975;44952;9593
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;16;42312;42681;9839
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;18;40555;41067;9799
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;17;40051;40450;9891
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;13;38768;38325;9181
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;11;32195;31388;7891
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;19;26087;28325;8145
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;9;21571;20684;7685
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;22;15663;15238;5661
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;23;11853;12441;5605
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;7;8377;7757;6793
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;1;4114;4326;1945
2022-12-10;2022;10;12;Samedi;SAMEDI;49;6;5;3617;3379;3964
2022-12-11;2022;11;12;Dimanche;DIMANCHE;49;7;14;22490;22102;6717
2022-12-11;2022;11;12;Dimanche;DIMANCHE;49;7;12;19429;19213;5877
2022-12-11;2022;11;12;Dimanche;DIMANCHE;49;7;11;16543;16035;5673
2022-12-11;2022;11;12;Dimanche;DIMANCHE;49;7;10;14741;14384;5568
2022-12-11;2022;11;12;Dimanche;DIMANCHE;49;7;23;4117;4386;4643
2022-12-11;2022;11;12;Dimanche;DIMANCHE;49;7;0;1500;1990;3651
2022-12-11;2022;11;12;Dimanche;DIMANCHE;49;7;4;835;663;632
2022-12-12;2022;12;12;Lundi;NORMAL;50;1;17;77010;78373;15643
2022-12-12;2022;12;12;Lundi;NORMAL;50;1;16;70955;66915;14594
2022-12-12;2022;12;12;Lundi;NORMAL;50;1;7;56343;49428;14972
2022-12-12;2022;12;12;Lundi;NORMAL;50;1;9;38010;40064;12976
2022-12-12;2022;12;12;Lundi;NORMAL;50;1;19;32710;36025;13188
2022-12-12;2022;12;12;Lundi;NORMAL;50;1;20;17925;19910;9343
2022-12-12;2022;12;12;Lundi;NORMAL;50;1;21;12184;12673;6497
2022-12-12;2022;12;12;Lundi;NORMAL;50;1;22;9004;9552;5674
2022-12-12;2022;12;12;Lundi;NORMAL;50;1;5;6509;5348;5480
2022-12-12;2022;12;12;Lundi;NORMAL;50;1;0;2035;2568;4346
2022-12-13;2022;13;12;Mardi;NORMAL;50;2;11;43620;40974;11353
2022-12-13;2022;13;12;Mardi;NORMAL;50;2;14;41489;41557;11194
2022-12-13;2022;13;12;Mardi;NORMAL;50;2;19;37621;41998;12940
2022-12-13;2022;13;12;Mardi;NORMAL;50;2;1;151;217;281
2022-12-14;2022;14;12;Mercredi;NORMAL;50;3;17;74926;74134;15530
2022-12-14;2022;14;12;Mercredi;NORMAL;50;3;8;60555;64566;15277
2022-12-14;2022;14;12;Mercredi;NORMAL;50;3;15;51728;50657;11498
2022-12-14;2022;14;12;Mercredi;NORMAL;50;3;11;45391;42668;11285
2022-12-14;2022;14;12;Mercredi;NORMAL;50;3;10;35631;36278;11179
2022-12-14;2022;14;12;Mercredi;NORMAL;50;3;5;6381;5185;5494
2022-12-14;2022;14;12;Mercredi;NORMAL;50;3;0;3128;3995;4342
2022-12-15;2022;15;12;Jeudi;NORMAL;50;4;17;81031;82474;15631
2022-12-15;2022;15;12;Jeudi;NORMAL;50;4;16;76754;72599;14732
2022-12-15;2022;15;12;Jeudi;NORMAL;50;4;7;56590;49219;15040
2022-12-15;2022;15;12;Jeudi;NORMAL;50;4;20;21833;23931;9032
2022-12-15;2022;15;12;Jeudi;NORMAL;50;4;22;13793;14268;5645
2022-12-15;2022;15;12;Jeudi;NORMAL;50;4;5;6275;5114;5482
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;16;70280;67285;14636
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;8;58946;61974;15243
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;15;54988;53434;11517
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;12;53209;53934;11718
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;7;52757;46773;15112
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;14;43932;43906;11163
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;20;22185;24216;9318
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;0;8491;9534;4659
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;5;6626;5431;5459
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;1;3869;4318;1916
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;2;1647;1965;1251
2022-12-16;2022;16;12;Vendredi;NORMAL;50;5;4;898;664;1067
2022-12-17;2022;17;12;Samedi;VACANCES;50;6;13;37917;37427;9375
2022-12-17;2022;17;12;Samedi;VACANCES;50;6;12;35187;34913;8908
2022-12-17;2022;17;12;Samedi;VACANCES;50;6;10;26658;25883;7634
2022-12-17;2022;17;12;Samedi;VACANCES;50;6;19;24083;26002;8452
2022-12-17;2022;17;12;Samedi;VACANCES;50;6;9;21352;20654;7623
2022-12-17;2022;17;12;Samedi;VACANCES;50;6;20;16982;17791;6253
2022-12-17;2022;17;12;Samedi;VACANCES;50;6;8;14680;13588;7212
2022-12-17;2022;17;12;Samedi;VACANCES;50;6;23;11543;11868;5544
2022-12-17;2022;17;12;Samedi;VACANCES;50;6;6;5297;5039;5982
2022-12-17;2022;17;12;Samedi;VACANCES;50;6;2;1738;2065;1245
2022-12-18;2022;18;12;Dimanche;VACANCES;50;7;18;15693;16107;6694
2022-12-18;2022;18;12;Dimanche;VACANCES;50;7;20;14763;15531;5668
2022-12-18;2022;18;12;Dimanche;VACANCES;50;7;9;10624;9797;5449
2022-12-18;2022;18;12;Dimanche;VACANCES;50;7;8;6084;5728;5064
2022-12-18;2022;18;12;Dimanche;VACANCES;50;7;23;5031;5341;4648
2022-12-18;2022;18;12;Dimanche;VACANCES;50;7;4;778;622;637
2022-12-18;2022;18;12;Dimanche;VACANCES;50;7;1;178;245;295
2022-12-19;2022;19;12;Lundi;VACANCES;51;1;7;49342;43579;15087
2022-12-19;2022;19;12;Lundi;VACANCES;51;1;12;47406;47590;11704
2022-12-19;2022;19;12;Lundi;VACANCES;51;1;14;40885;41084;11237
2022-12-19;2022;19;12;Lundi;VACANCES;51;1;10;33163;33553;11184
2022-12-19;2022;19;12;Lundi;VACANCES;51;1;20;17608;19332;9319
2022-12-19;2022;19;12;Lundi;VACANCES;51;1;6;16708;13801;10138
2022-12-19;2022;19;12;Lundi;VACANCES;51;1;5;6418;5313;5472
2022-12-19;2022;19;12;Lundi;VACANCES;51;1;0;2456;3083;4336
2022-12-19;2022;19;12;Lundi;VACANCES;51;1;4;744;468;801
2022-12-19;2022;19;12;Lundi;VACANCES;51;1;1;97;125;323
2022-12-20;2022;20;12;Mardi;VACANCES;51;2;17;70541;72029;15833
2022-12-20;2022;20;12;Mardi;VACANCES;51;2;16;68914;65106;14704
2022-12-20;2022;20;12;Mardi;VACANCES;51;2;18;54003;56811;15889
2022-12-20;2022;20;12;Mardi;VACANCES;51;2;13;49641;49316;11676
2022-12-20;2022;20;12;Mardi;VACANCES;51;2;11;40840;39037;11310
2022-12-20;2022;20;12;Mardi;VACANCES;51;2;6;16361;13329;10123
2022-12-20;2022;20;12;Mardi;VACANCES;51;2;21;12733;13116;6506
2022-12-20;2022;20;12;Mardi;VACANCES;51;2;5;6067;5081;5494
2022-12-20;2022;20;12;Mardi;VACANCES;51;2;4;637;393;809
2022-12-21;2022;21;12;Mercredi;VACANCES;51;3;17;68166;68037;15552
2022-12-21;2022;21;12;Mercredi;VACANCES;51;3;15;53806;52839;11523
2022-12-21;2022;21;12;Mercredi;VACANCES;51;3;12;53552;54648;11713
2022-12-21;2022;21;12;Mercredi;VACANCES;51;3;7;45448;40217;15132
2022-12-21;2022;21;12;Mercredi;VACANCES;51;3;20;20419;21753;9286
2022-12-21;2022;21;12;Mercredi;VACANCES;51;3;5;5793;4828;5500
2022-12-21;2022;21;12;Mercredi;VACANCES;51;3;4;719;488;809
2022-12-21;2022;21;12;Mercredi;VACANCES;51;3;1;229;396;302
2022-12-22;2022;22;12;Jeudi;VACANCES;51;4;6;14756;12133;10093
2022-12-22;2022;22;12;Jeudi;VACANCES;51;4;0;4117;4984;4391
2022-12-23;2022;23;12;Vendredi;VACANCES;51;5;15;51535;50821;11570
2022-12-23;2022;23;12;Vendredi;VACANCES;51;5;12;50075;50885;11740
2022-12-23;2022;23;12;Vendredi;VACANCES;51;5;18;46083;48377;15945
2022-12-23;2022;23;12;Vendredi;VACANCES;51;5;9;35647;36713;12997
2022-12-23;2022;23;12;Vendredi;VACANCES;51;5;21;12592;13206;6473
2022-12-23;2022;23;12;Vendredi;VACANCES;51;5;0;6151;6841;4601
2022-12-23;2022;23;12;Vendredi;VACANCES;51;5;2;1291;1527;1227
2022-12-23;2022;23;12;Vendredi;VACANCES;51;5;3;278;369;365
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;15;35495;35057;9763
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;16;35082;35134;9895
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;17;33498;34238;9872
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;12;29355;29584;8857
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;18;21967;23432;9823
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;9;17499;16618;7649
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;21;7296;7541;5687
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;22;7097;7013;5615
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;7;6671;6301;6744
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;0;5261;5720;4680
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;6;4932;4814;6003
2022-12-24;2022;24;12;Samedi;VACANCES;51;6;3;117;146;346
2022-12-25;2022;25;12;Dimanche;VACANCES;51;7;16;16105;15989;6760
2022-12-25;2022;25;12;Dimanche;VACANCES;51;7;13;12275;12600;6610
2022-12-25;2022;25;12;Dimanche;VACANCES;51;7;11;12221;11594;5720
2022-12-25;2022;25;12;Dimanche;VACANCES;51;7;20;9427;9701;5667
2022-12-25;2022;25;12;Dimanche;VACANCES;51;7;10;8589;8152;5586
2022-12-25;2022;25;12;Dimanche;VACANCES;51;7;22;5862;6070;4722
2022-12-25;2022;25;12;Dimanche;VACANCES;51;7;1;187;310;307
2022-12-26;2022;26;12;Lundi;VACANCES;52;1;15;29106;28843;9703
2022-12-26;2022;26;12;Lundi;VACANCES;52;1;18;25613;26527;14254
2022-12-26;2022;26;12;Lundi;VACANCES;52;1;13;24956;23950;9577
2022-12-26;2022;26;12;Lundi;VACANCES;52;1;12;21483;21351;9500
2022-12-26;2022;26;12;Lundi;VACANCES;52;1;19;18877;20423;11697
2022-12-26;2022;26;12;Lundi;VACANCES;52;1;20;11473;12104;8031
2022-12-26;2022;26;12;Lundi;VACANCES;52;1;22;7006;7148;5699
2022-12-26;2022;26;12;Lundi;VACANCES;52;1;0;2878;3535;4442
2022-12-27;2022;27;12;Mardi;VACANCES;52;2;18;34616;35981;13972
2022-12-27;2022;27;12;Mardi;VACANCES;52;2;20;14380;15309;7971
2022-12-27;2022;27;12;Mardi;VACANCES;52;2;22;8576;8825;5679
2022-12-27;2022;27;12;Mardi;VACANCES;52;2;5;3742;3285;5372
2022-12-28;2022;28;12;Mercredi;VACANCES;52;3;16;39356;38879;12685
2022-12-28;2022;28;12;Mercredi;VACANCES;52;3;19;24246;26100;11443
2022-12-28;2022;28;12;Mercredi;VACANCES;52;3;10;20883;20095;9411
2022-12-28;2022;28;12;Mercredi;VACANCES;52;3;6;6416;5808;9446
2022-12-29;2022;29;12;Jeudi;VACANCES;52;4;10;20517;20002;9358
2022-12-29;2022;29;12;Jeudi;VACANCES;52;4;9;18428;18460;11234
2022-12-29;2022;29;12;Jeudi;VACANCES;52;4;8;17983;17547;13450
2022-12-29;2022;29;12;Jeudi;VACANCES;52;4;7;12156;10855;13458
2022-12-29;2022;29;12;Jeudi;VACANCES;52;4;21;11357;11912;6074
2022-12-29;2022;29;12;Jeudi;VACANCES;52;4;5;4065;3667;5423
2022-12-29;2022;29;12;Jeudi;VACANCES;52;4;0;3919;4709;4446
2022-12-30;2022;30;12;Vendredi;VACANCES;52;5;16;38146;37324;12667
2022-12-30;2022;30;12;Vendredi;VACANCES;52;5;14;35619;35939;9195
2022-12-30;2022;30;12;Vendredi;VACANCES;52;5;15;32763;32577;9232
2022-12-30;2022;30;12;Vendredi;VACANCES;52;5;12;28062;27918;9482
2022-12-30;2022;30;12;Vendredi;VACANCES;52;5;10;21202;20265;9397
2022-12-30;2022;30;12;Vendredi;VACANCES;52;5;8;17651;17198;13482
2022-12-30;2022;30;12;Vendredi;VACANCES;52;5;23;6758;7067;5517
2022-12-30;2022;30;12;Vendredi;VACANCES;52;5;2;682;847;1191
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;14;29075;28653;9391
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;12;24793;24809;8876
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;18;24330;24779;9722
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;19;20865;21801;8384
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;20;16258;16936;6206
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;23;13451;14765;5457
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;21;13068;13563;5712
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;9;13052;12447;7584
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;8;8346;7748;7214
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;7;5352;5018;6758
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;2;4284;5170;1176
2022-12-31;2022;31;12;Samedi;VACANCES;52;6;4;969;911;988
2024-09-09;2024;9;9;Lundi;NORMAL;37;1;17;75606;76856;15398
2024-09-09;2024;9;9;Lundi;NORMAL;37;1;13;47480;48011;11393
2024-09-09;2024;9;9;Lundi;NORMAL;37;1;15;46272;44876;11578
2024-09-09;2024;9;9;Lundi;NORMAL;37;1;14;36892;36695;11063
2024-09-09;2024;9;9;Lundi;NORMAL;37;1;23;5370;5767;5718
2024-09-09;2024;9;9;Lundi;NORMAL;37;1;0;2385;2972;4747
2025-05-13;2025;13;5;Mardi;NORMAL;20;2;1;222;328;488
2025-05-13;2025;13;5;Mardi;NORMAL;20;2;11;44007;41640;11185
2025-05-13;2025;13;5;Mardi;NORMAL;20;2;13;50797;50872;11629
2025-05-13;2025;13;5;Mardi;NORMAL;20;2;16;82004;78055;13911
2025-05-13;2025;13;5;Mardi;NORMAL;20;2;19;28354;30358;8847
2025-05-13;2025;13;5;Mardi;NORMAL;20;2;22;12758;13749;5798
2025-03-26;2025;26;3;Mercredi;NORMAL;13;3;0;2559;3183;4877
2025-03-26;2025;26;3;Mercredi;NORMAL;13;3;13;53324;53364;11411
2025-03-26;2025;26;3;Mercredi;NORMAL;13;3;16;66443;63148;15103
2025-03-26;2025;26;3;Mercredi;NORMAL;13;3;18;62767;66500;16232
2025-03-26;2025;26;3;Mercredi;NORMAL;13;3;21;16454;17022;7217
2025-03-26;2025;26;3;Mercredi;NORMAL;13;3;22;12745;13500;5914
2025-02-13;2025;13;2;Jeudi;VACANCES;7;4;4;727;474;982
2025-02-13;2025;13;2;Jeudi;VACANCES;7;4;7;60969;53583;15707
2025-02-13;2025;13;2;Jeudi;VACANCES;7;4;9;43271;46131;13581
2025-02-13;2025;13;2;Jeudi;VACANCES;7;4;10;34186;34540;11504
2025-02-13;2025;13;2;Jeudi;VACANCES;7;4;11;43220;40883;11412
2025-02-13;2025;13;2;Jeudi;VACANCES;7;4;15;51185;49912;11952
2025-02-13;2025;13;2;Jeudi;VACANCES;7;4;16;73151;67527;15185
2025-02-13;2025;13;2;Jeudi;VACANCES;7;4;20;23636;25434;10043
2024-11-08;2024;8;11;Vendredi;NORMAL;45;5;0;6872;7935;5029
2024-11-08;2024;8;11;Vendredi;NORMAL;45;5;2;2180;2452;2042
2024-11-08;2024;8;11;Vendredi;NORMAL;45;5;5;7013;5891;6104
2024-11-08;2024;8;11;Vendredi;NORMAL;45;5;11;41970;39735;11029
2024-11-08;2024;8;11;Vendredi;NORMAL;45;5;14;42230;42233;11155
2024-11-08;2024;8;11;Vendredi;NORMAL;45;5;17;76972;78665;15295
2024-11-08;2024;8;11;Vendredi;NORMAL;45;5;19;39138;41802;13195
2024-11-08;2024;8;11;Vendredi;NORMAL;45;5;22;15434;15680;5845
2025-03-14;2025;14;3;Vendredi;NORMAL;11;5;10;33495;34366;11507
2025-03-14;2025;14;3;Vendredi;NORMAL;11;5;14;45061;44706;11427
2025-03-14;2025;14;3;Vendredi;NORMAL;11;5;16;77957;73364;14961
2025-03-14;2025;14;3;Vendredi;NORMAL;11;5;22;16969;17454;5915
2025-07-25;2025;25;7;Vendredi;VACANCES;30;5;6;13828;12461;9926
2025-07-25;2025;25;7;Vendredi;VACANCES;30;5;7;24621;22627;13487
2025-07-25;2025;25;7;Vendredi;VACANCES;30;5;10;26272;26104;9632
2025-07-25;2025;25;7;Vendredi;VACANCES;30;5;12;34061;34069;9684
2025-07-25;2025;25;7;Vendredi;VACANCES;30;5;13;33990;33826;9646
2025-07-25;2025;25;7;Vendredi;VACANCES;30;5;16;44664;43287;13017
2025-07-25;2025;25;7;Vendredi;VACANCES;30;5;22;14447;14691;5974
2025-03-16;2025;16;3;Dimanche;DIMANCHE;11;7;4;1462;1150;841
2025-03-16;2025;16;3;Dimanche;DIMANCHE;11;7;5;2914;2781;3963
2025-03-16;2025;16;3;Dimanche;DIMANCHE;11;7;8;6791;6160;4952
2025-03-16;2025;16;3;Dimanche;DIMANCHE;11;7;12;19905;19526;6067
2025-03-16;2025;16;3;Dimanche;DIMANCHE;11;7;14;23407;23082;6816
2025-03-16;2025;16;3;Dimanche;DIMANCHE;11;7;15;24758;24663;6892
2025-03-16;2025;16;3;Dimanche;DIMANCHE;11;7;16;25734;25690;6854
2025-03-16;2025;16;3;Dimanche;DIMANCHE;11;7;19;17378;17930;6542
2025-03-16;2025;16;3;Dimanche;DIMANCHE;11;7;20;12526;13268;5810
2025-03-16;2025;16;3;Dimanche;DIMANCHE;11;7;22;6861;7371;4820
2024-09-05;2024;5;9;Jeudi;VACANCES;36;4;18;25812;26408;7404
2024-09-05;2024;5;9;Jeudi;VACANCES;36;4;9;14530;14170;5786
2024-09-05;2024;5;9;Jeudi;VACANCES;36;4;0;3037;3548;3950
2025-06-01;2025;1;6;Dimanche;DIMANCHE;22;7;5;2838;2680;4061
2025-06-01;2025;1;6;Dimanche;DIMANCHE;22;7;7;4958;4576;4828
2025-06-01;2025;1;6;Dimanche;DIMANCHE;22;7;10;17366;16836;5901
2025-06-01;2025;1;6;Dimanche;DIMANCHE;22;7;14;23568;23518;7075
2025-06-01;2025;1;6;Dimanche;DIMANCHE;22;7;16;25660;25754;7027
2025-06-01;2025;1;6;Dimanche;DIMANCHE;22;7;23;5505;6008;4885
2025-02-02;2025;2;2;Dimanche;DIMANCHE;5;7;4;948;738;842
2025-02-02;2025;2;2;Dimanche;DIMANCHE;5;7;5;2307;2054;3991
2025-02-02;2025;2;2;Dimanche;DIMANCHE;5;7;6;3511;3385;4677
2025-02-02;2025;2;2;Dimanche;DIMANCHE;5;7;7;4532;4350;4799
2025-02-02;2025;2;2;Dimanche;DIMANCHE;5;7;8;6724;6122;4982
2025-02-02;2025;2;2;Dimanche;DIMANCHE;5;7;17;25212;25223;6796
2025-02-02;2025;2;2;Dimanche;DIMANCHE;5;7;18;25132;25674;6774
2025-02-02;2025;2;2;Dimanche;DIMANCHE;5;7;20;13941;14523;5862
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;18;59690;62922;15235
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;8;55658;59046;14990
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;12;52409;51812;11191
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;15;48314;47548;11331
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;13;47989;48183;11148
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;19;37333;41026;12914
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;9;35885;37973;12726
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;6;17344;14748;10165
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;22;11755;12145;5776
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;5;7218;5827;6026
2024-09-11;2024;11;9;Mercredi;NORMAL;37;3;0;2566;3125;4729
2025-02-22;2025;22;2;Samedi;SAMEDI;8;6;6;5201;4965;6270
2025-02-22;2025;22;2;Samedi;SAMEDI;8;6;15;38617;38800;9868
2025-02-22;2025;22;2;Samedi;SAMEDI;8;6;16;39123;39137;10082
2025-02-22;2025;22;2;Samedi;SAMEDI;8;6;17;38861;39075;10078
2025-02-22;2025;22;2;Samedi;SAMEDI;8;6;19;23096;24740;8799
2025-02-17;2025;17;2;Lundi;NORMAL;8;1;0;1919;2405;4946
2025-02-17;2025;17;2;Lundi;NORMAL;8;1;5;6858;5606;6294
2025-02-17;2025;17;2;Lundi;NORMAL;8;1;15;48226;46523;11725
2025-02-17;2025;17;2;Lundi;NORMAL;8;1;18;61045;65052;16024
2025-02-17;2025;17;2;Lundi;NORMAL;8;1;20;20322;21891;9973
2025-02-17;2025;17;2;Lundi;NORMAL;8;1;23;5021;5705;5816
2025-08-12;2025;12;8;Mardi;VACANCES;33;2;9;32469;34028;11642
2025-08-12;2025;12;8;Mardi;VACANCES;33;2;11;31427;30656;9384
2025-08-12;2025;12;8;Mardi;VACANCES;33;2;16;46802;45376;12847
2025-08-12;2025;12;8;Mardi;VACANCES;33;2;21;17315;17706;6350
2025-08-12;2025;12;8;Mardi;VACANCES;33;2;23;8899;9640;5721
2024-12-24;2024;24;12;Mardi;VACANCES;52;2;5;4364;3795;6268
2024-12-24;2024;24;12;Mardi;VACANCES;52;2;11;29749;29187;9479
2024-12-24;2024;24;12;Mardi;VACANCES;52;2;15;39106;38613;9794
