,Date,Day Week,Week Index,Index Day Week,Time Slot,Number of Boarding Passengers,Number of Stops,Schedule Type,Day,Month,Year
9711,2020-04-07,Mardi,15,2,11,6672,5676,VACANCES,7,4,2020
9712,2020-04-07,Mardi,15,2,10,6200,5685,VACANCES,7,4,2020
9713,2020-04-07,Mardi,15,2,9,5575,5776,VACANCES,7,4,2020
9714,2020-04-07,Mardi,15,2,21,3207,5337,VACANCES,7,4,2020
9715,2020-04-07,Mardi,15,2,22,2311,5313,VACANCES,7,4,2020
9716,2020-04-08,Mercredi,15,3,16,10123,7062,VACANCES,8,4,2020
9717,2020-04-08,Mercredi,15,3,19,6607,6666,VACANCES,8,4,2020
9718,2020-04-08,Mercredi,15,3,21,3415,5345,VACANCES,8,4,2020
9719,2020-04-08,Mercredi,15,3,22,2310,5350,VACANCES,8,4,2020
9720,2020-04-08,Mercredi,15,3,4,180,559,VACANCES,8,4,2020
9721,2020-04-09,Jeudi,15,4,16,11058,7098,VACANCES,9,4,2020
9722,2020-04-09,Jeudi,15,4,13,8865,6634,VACANCES,9,4,2020
9723,2020-04-09,Jeudi,15,4,12,8132,6025,VACANCES,9,4,2020
9724,2020-04-09,Jeudi,15,4,20,5439,5606,VACANCES,9,4,2020
9725,2020-04-09,Jeudi,15,4,7,5146,6529,VACANCES,9,4,2020
9726,2020-04-10,Vendredi,15,5,17,6694,6594,VACANCES,10,4,2020
9727,2020-04-10,Vendredi,15,5,18,6227,6597,VACANCES,10,4,2020
9728,2020-04-10,Vendredi,15,5,9,3018,5470,VACANCES,10,4,2020
9729,2020-04-10,Vendredi,15,5,6,1385,4917,VACANCES,10,4,2020
9730,2020-04-10,Vendredi,15,5,0,768,3900,VACANCES,10,4,2020
9731,2020-04-10,Vendredi,15,5,4,129,532,VACANCES,10,4,2020
9732,2020-04-11,Samedi,15,6,15,8755,6625,VACANCES,11,4,2020
9733,2020-04-11,Samedi,15,6,18,7230,6633,VACANCES,11,4,2020
9734,2020-04-11,Samedi,15,6,11,6710,5512,VACANCES,11,4,2020
9735,2020-04-11,Samedi,15,6,19,5269,6332,VACANCES,11,4,2020
9736,2020-04-11,Samedi,15,6,21,3365,5311,VACANCES,11,4,2020
9737,2020-04-11,Samedi,15,6,0,961,3877,VACANCES,11,4,2020
9738,2020-04-11,Samedi,15,6,5,840,3085,VACANCES,11,4,2020
9739,2020-04-11,Samedi,15,6,4,143,566,VACANCES,11,4,2020
9740,2020-04-11,Samedi,15,6,1,67,289,VACANCES,11,4,2020
9741,2020-04-12,Dimanche,15,7,17,5663,6531,VACANCES,12,4,2020
9742,2020-04-12,Dimanche,15,7,19,4596,6254,VACANCES,12,4,2020
9743,2020-04-12,Dimanche,15,7,14,4533,6592,VACANCES,12,4,2020
9744,2020-04-12,Dimanche,15,7,8,1591,5385,VACANCES,12,4,2020
9745,2020-04-12,Dimanche,15,7,23,1496,5302,VACANCES,12,4,2020
9746,2020-04-12,Dimanche,15,7,1,50,286,VACANCES,12,4,2020
9747,2020-04-13,Lundi,16,1,17,6329,6644,VACANCES,13,4,2020
9748,2020-04-13,Lundi,16,1,16,6323,6650,VACANCES,13,4,2020
9749,2020-04-13,Lundi,16,1,14,5494,6645,VACANCES,13,4,2020
9750,2020-04-13,Lundi,16,1,18,5472,6619,VACANCES,13,4,2020
9751,2020-04-13,Lundi,16,1,13,4971,6476,VACANCES,13,4,2020
9752,2020-04-13,Lundi,16,1,19,4871,6232,VACANCES,13,4,2020
9753,2020-04-13,Lundi,16,1,20,3756,5504,VACANCES,13,4,2020
9754,2020-04-13,Lundi,16,1,21,3171,5258,VACANCES,13,4,2020
9755,2020-04-13,Lundi,16,1,9,2672,5419,VACANCES,13,4,2020
9756,2020-04-13,Lundi,16,1,6,1286,4935,VACANCES,13,4,2020
9757,2020-04-13,Lundi,16,1,5,637,3239,VACANCES,13,4,2020
9758,2020-04-13,Lundi,16,1,0,580,3880,VACANCES,13,4,2020
9759,2020-04-14,Mardi,16,2,17,11203,7363,VACANCES,14,4,2020
9760,2020-04-14,Mardi,16,2,16,10984,7115,VACANCES,14,4,2020
9761,2020-04-14,Mardi,16,2,15,10171,6834,VACANCES,14,4,2020
9762,2020-04-14,Mardi,16,2,11,7514,5665,VACANCES,14,4,2020
9763,2020-04-14,Mardi,16,2,10,6851,5604,VACANCES,14,4,2020
9764,2020-04-14,Mardi,16,2,8,6446,6406,VACANCES,14,4,2020
9765,2020-04-14,Mardi,16,2,20,4760,5650,VACANCES,14,4,2020
9766,2020-04-14,Mardi,16,2,0,546,3880,VACANCES,14,4,2020
9767,2020-04-15,Mercredi,16,3,15,9962,6893,VACANCES,15,4,2020
9768,2020-04-15,Mercredi,16,3,18,8826,7343,VACANCES,15,4,2020
9769,2020-04-15,Mercredi,16,3,19,7070,6697,VACANCES,15,4,2020
9770,2020-04-15,Mercredi,16,3,10,6531,5633,VACANCES,15,4,2020
9771,2020-04-15,Mercredi,16,3,9,5840,5707,VACANCES,15,4,2020
9772,2020-04-15,Mercredi,16,3,6,3357,5470,VACANCES,15,4,2020
9774,2020-04-16,Jeudi,16,4,18,9018,7271,VACANCES,16,4,2020
9775,2020-04-16,Jeudi,16,4,13,8568,6604,VACANCES,16,4,2020
9776,2020-04-16,Jeudi,16,4,10,6301,5654,VACANCES,16,4,2020
9777,2020-04-16,Jeudi,16,4,8,6210,6502,VACANCES,16,4,2020
9778,2020-04-16,Jeudi,16,4,7,5223,6510,VACANCES,16,4,2020
9779,2020-04-16,Jeudi,16,4,20,5118,5593,VACANCES,16,4,2020
9780,2020-04-16,Jeudi,16,4,5,1576,3126,VACANCES,16,4,2020
9781,2020-04-17,Vendredi,16,5,17,11375,7333,VACANCES,17,4,2020
9782,2020-04-17,Vendredi,16,5,14,9658,6808,VACANCES,17,4,2020
9783,2020-04-17,Vendredi,16,5,19,7145,6681,VACANCES,17,4,2020
9784,2020-04-17,Vendredi,16,5,8,6276,6563,VACANCES,17,4,2020
9785,2020-04-17,Vendredi,16,5,9,6108,5779,VACANCES,17,4,2020
9786,2020-04-17,Vendredi,16,5,21,3923,5363,VACANCES,17,4,2020
9787,2020-04-17,Vendredi,16,5,6,3303,5529,VACANCES,17,4,2020
9788,2020-04-17,Vendredi,16,5,23,1993,5308,VACANCES,17,4,2020
9789,2020-04-17,Vendredi,16,5,5,1668,3146,VACANCES,17,4,2020
9790,2020-04-18,Samedi,16,6,15,9167,6556,VACANCES,18,4,2020
9791,2020-04-18,Samedi,16,6,17,9054,6647,VACANCES,18,4,2020
9792,2020-04-18,Samedi,16,6,16,8995,6647,VACANCES,18,4,2020
9793,2020-04-18,Samedi,16,6,12,6397,5646,VACANCES,18,4,2020
9794,2020-04-18,Samedi,16,6,10,5496,5585,VACANCES,18,4,2020
9795,2020-04-18,Samedi,16,6,20,4501,5581,VACANCES,18,4,2020
9796,2020-04-18,Samedi,16,6,21,3807,5318,VACANCES,18,4,2020
9797,2020-04-18,Samedi,16,6,22,2847,5330,VACANCES,18,4,2020
9798,2020-04-18,Samedi,16,6,7,2276,5463,VACANCES,18,4,2020
9799,2020-04-18,Samedi,16,6,4,186,550,VACANCES,18,4,2020
9800,2020-04-18,Samedi,16,6,1,43,289,VACANCES,18,4,2020
9802,2020-04-19,Dimanche,16,7,16,6128,6599,VACANCES,19,4,2020
9803,2020-04-19,Dimanche,16,7,18,5480,6613,VACANCES,19,4,2020
9804,2020-04-19,Dimanche,16,7,19,4611,6290,VACANCES,19,4,2020
9805,2020-04-19,Dimanche,16,7,13,4396,6482,VACANCES,19,4,2020
9806,2020-04-19,Dimanche,16,7,12,3975,5848,VACANCES,19,4,2020
9807,2020-04-19,Dimanche,16,7,20,3887,5557,VACANCES,19,4,2020
9808,2020-04-19,Dimanche,16,7,11,3369,5488,VACANCES,19,4,2020
9809,2020-04-19,Dimanche,16,7,10,2874,5526,VACANCES,19,4,2020
9810,2020-04-19,Dimanche,16,7,8,1633,5413,VACANCES,19,4,2020
9811,2020-04-19,Dimanche,16,7,7,1455,5441,VACANCES,19,4,2020
9813,2020-04-20,Lundi,17,1,16,11244,7182,NORMAL,20,4,2020
9814,2020-04-20,Lundi,17,1,13,8851,6576,NORMAL,20,4,2020
9815,2020-04-20,Lundi,17,1,11,7045,5739,NORMAL,20,4,2020
9816,2020-04-20,Lundi,17,1,8,6962,6426,NORMAL,20,4,2020
9817,2020-04-20,Lundi,17,1,9,6205,5821,NORMAL,20,4,2020
9818,2020-04-20,Lundi,17,1,21,3594,5319,NORMAL,20,4,2020
9819,2020-04-20,Lundi,17,1,5,1783,3182,NORMAL,20,4,2020
9820,2020-04-20,Lundi,17,1,4,144,573,NORMAL,20,4,2020
9821,2020-04-21,Mardi,17,2,14,8965,6842,NORMAL,21,4,2020
9822,2020-04-21,Mardi,17,2,13,8847,6628,NORMAL,21,4,2020
9823,2020-04-21,Mardi,17,2,11,6923,5753,NORMAL,21,4,2020
9824,2020-04-21,Mardi,17,2,10,6757,5735,NORMAL,21,4,2020
9825,2020-04-21,Mardi,17,2,8,6742,6460,NORMAL,21,4,2020
9826,2020-04-21,Mardi,17,2,7,5972,6471,NORMAL,21,4,2020
9827,2020-04-21,Mardi,17,2,20,4849,5701,NORMAL,21,4,2020
9828,2020-04-21,Mardi,17,2,6,3991,5701,NORMAL,21,4,2020
9829,2020-04-21,Mardi,17,2,0,637,3916,NORMAL,21,4,2020
9830,2020-04-21,Mardi,17,2,4,181,572,NORMAL,21,4,2020
9831,2020-04-21,Mardi,17,2,1,28,287,NORMAL,21,4,2020
9832,2020-04-22,Mercredi,17,3,15,10704,6826,NORMAL,22,4,2020
9833,2020-04-22,Mercredi,17,3,14,9917,6824,NORMAL,22,4,2020
9834,2020-04-22,Mercredi,17,3,21,4125,5338,NORMAL,22,4,2020
9835,2020-04-22,Mercredi,17,3,6,4096,5704,NORMAL,22,4,2020
9836,2020-04-22,Mercredi,17,3,4,160,586,NORMAL,22,4,2020
9837,2020-04-23,Jeudi,17,4,16,11960,7191,NORMAL,23,4,2020
9838,2020-04-23,Jeudi,17,4,15,10808,6843,NORMAL,23,4,2020
9839,2020-04-23,Jeudi,17,4,18,10590,7350,NORMAL,23,4,2020
9840,2020-04-23,Jeudi,17,4,19,8233,6799,NORMAL,23,4,2020
9841,2020-04-23,Jeudi,17,4,8,7002,6455,NORMAL,23,4,2020
9842,2020-04-23,Jeudi,17,4,9,6693,5843,NORMAL,23,4,2020
9843,2020-04-23,Jeudi,17,4,6,4100,5726,NORMAL,23,4,2020
9844,2020-04-23,Jeudi,17,4,4,201,584,NORMAL,23,4,2020
9845,2020-04-24,Vendredi,17,5,17,12763,7339,NORMAL,24,4,2020
9846,2020-04-24,Vendredi,17,5,18,10441,7341,NORMAL,24,4,2020
9847,2020-04-24,Vendredi,17,5,14,10432,6797,NORMAL,24,4,2020
9848,2020-04-24,Vendredi,17,5,12,9215,6075,NORMAL,24,4,2020
9849,2020-04-24,Vendredi,17,5,21,4232,5327,NORMAL,24,4,2020
9850,2020-04-24,Vendredi,17,5,4,181,587,NORMAL,24,4,2020
9851,2020-04-25,Samedi,17,6,14,8987,6739,SAMEDI,25,4,2020
9852,2020-04-25,Samedi,17,6,17,8834,6815,SAMEDI,25,4,2020
9853,2020-04-25,Samedi,17,6,12,7600,5961,SAMEDI,25,4,2020
9854,2020-04-25,Samedi,17,6,11,6853,5597,SAMEDI,25,4,2020
9855,2020-04-25,Samedi,17,6,8,3344,5530,SAMEDI,25,4,2020
9856,2020-04-25,Samedi,17,6,22,3046,5308,SAMEDI,25,4,2020
9857,2020-04-25,Samedi,17,6,0,1149,3876,SAMEDI,25,4,2020
9858,2020-04-25,Samedi,17,6,5,881,3191,SAMEDI,25,4,2020
9859,2020-04-26,Dimanche,17,7,16,6512,6629,DIMANCHE,26,4,2020
9860,2020-04-26,Dimanche,17,7,15,6317,6608,DIMANCHE,26,4,2020
9861,2020-04-26,Dimanche,17,7,14,5376,6647,DIMANCHE,26,4,2020
9862,2020-04-26,Dimanche,17,7,20,4524,5517,DIMANCHE,26,4,2020
9863,2020-04-26,Dimanche,17,7,11,3586,5507,DIMANCHE,26,4,2020
9864,2020-04-26,Dimanche,17,7,9,2199,5453,DIMANCHE,26,4,2020
9865,2020-04-26,Dimanche,17,7,23,1874,5289,DIMANCHE,26,4,2020
9866,2020-04-26,Dimanche,17,7,7,1413,5439,DIMANCHE,26,4,2020
9867,2020-04-26,Dimanche,17,7,6,1124,4935,DIMANCHE,26,4,2020
9868,2020-04-26,Dimanche,17,7,5,602,3124,DIMANCHE,26,4,2020
9869,2020-04-27,Lundi,18,1,14,12598,7769,NORMAL,27,4,2020
9870,2020-04-27,Lundi,18,1,18,12498,7501,NORMAL,27,4,2020
9871,2020-04-27,Lundi,18,1,13,12177,7066,NORMAL,27,4,2020
9872,2020-04-27,Lundi,18,1,10,9141,6210,NORMAL,27,4,2020
9873,2020-04-27,Lundi,18,1,20,4926,5735,NORMAL,27,4,2020
9874,2020-04-27,Lundi,18,1,23,1871,5266,NORMAL,27,4,2020
9875,2020-04-27,Lundi,18,1,4,169,602,NORMAL,27,4,2020
9876,2020-04-28,Mardi,18,2,17,14993,8361,NORMAL,28,4,2020
9877,2020-04-28,Mardi,18,2,15,13833,8024,NORMAL,28,4,2020
9878,2020-04-28,Mardi,18,2,12,11210,6428,NORMAL,28,4,2020
9879,2020-04-28,Mardi,18,2,9,8606,7000,NORMAL,28,4,2020
9880,2020-04-28,Mardi,18,2,19,8236,6715,NORMAL,28,4,2020
9881,2020-04-28,Mardi,18,2,20,5799,5687,NORMAL,28,4,2020
9882,2020-04-28,Mardi,18,2,6,5315,6402,NORMAL,28,4,2020
9883,2020-04-28,Mardi,18,2,22,2740,5322,NORMAL,28,4,2020
9884,2020-04-28,Mardi,18,2,5,2204,3283,NORMAL,28,4,2020
9885,2020-04-29,Mercredi,18,3,8,9592,7564,NORMAL,29,4,2020
9886,2020-04-29,Mercredi,18,3,10,9168,6251,NORMAL,29,4,2020
9887,2020-04-29,Mercredi,18,3,7,8191,7596,NORMAL,29,4,2020
9888,2020-04-29,Mercredi,18,3,20,6332,5709,NORMAL,29,4,2020
9889,2020-04-29,Mercredi,18,3,6,5344,6472,NORMAL,29,4,2020
9890,2020-04-29,Mercredi,18,3,0,1108,3914,NORMAL,29,4,2020
9891,2020-04-30,Jeudi,18,4,17,14989,8408,NORMAL,30,4,2020
9892,2020-04-30,Jeudi,18,4,15,13794,8189,NORMAL,30,4,2020
9893,2020-04-30,Jeudi,18,4,13,12306,7110,NORMAL,30,4,2020
9894,2020-04-30,Jeudi,18,4,18,12178,7537,NORMAL,30,4,2020
9895,2020-04-30,Jeudi,18,4,12,11614,6504,NORMAL,30,4,2020
9896,2020-04-30,Jeudi,18,4,8,11119,7505,NORMAL,30,4,2020
9897,2020-04-30,Jeudi,18,4,10,9588,6283,NORMAL,30,4,2020
9898,2020-04-30,Jeudi,18,4,9,9564,6981,NORMAL,30,4,2020
9899,2020-04-30,Jeudi,18,4,22,3146,5350,NORMAL,30,4,2020
9900,2020-04-30,Jeudi,18,4,5,2199,3280,NORMAL,30,4,2020
9901,2020-04-30,Jeudi,18,4,23,1843,5328,NORMAL,30,4,2020
9902,2020-05-01,Vendredi,18,5,15,17017,8103,NORMAL,1,5,2020
9903,2020-05-01,Vendredi,18,5,10,10145,6218,NORMAL,1,5,2020
9904,2020-05-01,Vendredi,18,5,7,8458,7467,NORMAL,1,5,2020
9905,2020-05-01,Vendredi,18,5,6,5229,6379,NORMAL,1,5,2020
9906,2020-05-01,Vendredi,18,5,22,4731,5268,NORMAL,1,5,2020
9907,2020-05-01,Vendredi,18,5,23,3588,5256,NORMAL,1,5,2020
9908,2020-05-02,Samedi,18,6,14,11989,6835,SAMEDI,2,5,2020
9909,2020-05-02,Samedi,18,6,18,10156,6833,SAMEDI,2,5,2020
9910,2020-05-02,Samedi,18,6,10,7661,5668,SAMEDI,2,5,2020
9911,2020-05-02,Samedi,18,6,19,6740,6429,SAMEDI,2,5,2020
9912,2020-05-02,Samedi,18,6,20,5207,5660,SAMEDI,2,5,2020
9913,2020-05-02,Samedi,18,6,8,4876,5585,SAMEDI,2,5,2020
9914,2020-05-02,Samedi,18,6,22,3623,5301,SAMEDI,2,5,2020
9915,2020-05-02,Samedi,18,6,7,3075,5662,SAMEDI,2,5,2020
9916,2020-05-02,Samedi,18,6,6,1991,5273,SAMEDI,2,5,2020
9917,2020-05-03,Dimanche,18,7,16,8095,6615,DIMANCHE,3,5,2020
9918,2020-05-03,Dimanche,18,7,15,7287,6593,DIMANCHE,3,5,2020
9919,2020-05-03,Dimanche,18,7,19,6597,6283,DIMANCHE,3,5,2020
9920,2020-05-03,Dimanche,18,7,14,6153,6599,DIMANCHE,3,5,2020
9921,2020-05-03,Dimanche,18,7,9,2567,5455,DIMANCHE,3,5,2020
9922,2020-05-03,Dimanche,18,7,7,1413,5484,DIMANCHE,3,5,2020
9923,2020-05-03,Dimanche,18,7,6,1165,4998,DIMANCHE,3,5,2020
9924,2020-05-03,Dimanche,18,7,0,995,3957,DIMANCHE,3,5,2020
9925,2020-05-03,Dimanche,18,7,5,652,3110,DIMANCHE,3,5,2020
9926,2020-05-03,Dimanche,18,7,1,38,286,DIMANCHE,3,5,2020
9927,2020-05-04,Lundi,19,1,17,18983,8504,NORMAL,4,5,2020
9928,2020-05-04,Lundi,19,1,15,16628,8288,NORMAL,4,5,2020
9929,2020-05-04,Lundi,19,1,12,13411,6599,NORMAL,4,5,2020
9930,2020-05-04,Lundi,19,1,6,6474,6503,NORMAL,4,5,2020
9931,2020-05-04,Lundi,19,1,23,2607,5300,NORMAL,4,5,2020
9932,2020-05-05,Mardi,19,2,17,18169,8485,NORMAL,5,5,2020
9933,2020-05-05,Mardi,19,2,16,17098,8582,NORMAL,5,5,2020
9934,2020-05-05,Mardi,19,2,13,13260,7024,NORMAL,5,5,2020
9935,2020-05-05,Mardi,19,2,11,10431,6086,NORMAL,5,5,2020
9936,2020-05-05,Mardi,19,2,19,9271,6734,NORMAL,5,5,2020
9937,2020-05-05,Mardi,19,2,6,6639,6447,NORMAL,5,5,2020
9938,2020-05-05,Mardi,19,2,1,45,286,NORMAL,5,5,2020
9940,2020-05-06,Mercredi,19,3,9,9736,7119,NORMAL,6,5,2020
9941,2020-05-06,Mercredi,19,3,21,4482,5308,NORMAL,6,5,2020
9942,2020-05-06,Mercredi,19,3,22,3601,5297,NORMAL,6,5,2020
9943,2020-05-07,Jeudi,19,4,18,15573,7574,NORMAL,7,5,2020
9944,2020-05-07,Jeudi,19,4,12,13239,6579,NORMAL,7,5,2020
9945,2020-05-07,Jeudi,19,4,11,11254,6183,NORMAL,7,5,2020
9946,2020-05-07,Jeudi,19,4,19,11247,6730,NORMAL,7,5,2020
9947,2020-05-07,Jeudi,19,4,9,10397,7176,NORMAL,7,5,2020
9948,2020-05-07,Jeudi,19,4,10,10323,6385,NORMAL,7,5,2020
9949,2020-05-07,Jeudi,19,4,5,2717,3375,NORMAL,7,5,2020
9950,2020-05-07,Jeudi,19,4,23,2570,5283,NORMAL,7,5,2020
9951,2020-05-07,Jeudi,19,4,0,1309,3899,NORMAL,7,5,2020
9952,2020-05-07,Jeudi,19,4,4,210,567,NORMAL,7,5,2020
9953,2020-05-07,Jeudi,19,4,1,67,287,NORMAL,7,5,2020
9955,2020-05-08,Vendredi,19,5,15,17007,8329,NORMAL,8,5,2020
9956,2020-05-08,Vendredi,19,5,14,15560,7973,NORMAL,8,5,2020
9957,2020-05-08,Vendredi,19,5,13,14363,7264,NORMAL,8,5,2020
9958,2020-05-08,Vendredi,19,5,21,5793,5383,NORMAL,8,5,2020
9959,2020-05-08,Vendredi,19,5,22,4550,5326,NORMAL,8,5,2020
9960,2020-05-08,Vendredi,19,5,23,3294,5315,NORMAL,8,5,2020
9961,2020-05-08,Vendredi,19,5,1,99,278,NORMAL,8,5,2020
9962,2020-05-09,Samedi,19,6,17,13869,6917,SAMEDI,9,5,2020
9963,2020-05-09,Samedi,19,6,13,12370,6719,SAMEDI,9,5,2020
9964,2020-05-09,Samedi,19,6,21,5477,5283,SAMEDI,9,5,2020
9965,2020-05-09,Samedi,19,6,7,3647,5753,SAMEDI,9,5,2020
9966,2020-05-09,Samedi,19,6,1,100,289,SAMEDI,9,5,2020
9967,2020-05-10,Dimanche,19,7,17,11286,6560,DIMANCHE,10,5,2020
9968,2020-05-10,Dimanche,19,7,16,9870,6541,DIMANCHE,10,5,2020
9969,2020-05-10,Dimanche,19,7,14,7677,6567,DIMANCHE,10,5,2020
9970,2020-05-10,Dimanche,19,7,11,5551,5565,DIMANCHE,10,5,2020
9971,2020-05-10,Dimanche,19,7,20,5261,5497,DIMANCHE,10,5,2020
9972,2020-05-10,Dimanche,19,7,10,4327,5565,DIMANCHE,10,5,2020
9973,2020-05-10,Dimanche,19,7,7,1551,5455,DIMANCHE,10,5,2020
9974,2020-05-10,Dimanche,19,7,6,1281,4975,DIMANCHE,10,5,2020
9975,2020-05-11,Lundi,20,1,16,28534,12490,NORMAL,11,5,2020
9976,2020-05-11,Lundi,20,1,14,20383,9005,NORMAL,11,5,2020
9977,2020-05-11,Lundi,20,1,7,19506,12870,NORMAL,11,5,2020
9978,2020-05-11,Lundi,20,1,11,18138,8951,NORMAL,11,5,2020
9979,2020-05-11,Lundi,20,1,9,15854,10714,NORMAL,11,5,2020
9980,2020-05-11,Lundi,20,1,19,14580,10703,NORMAL,11,5,2020
9981,2020-05-11,Lundi,20,1,23,2898,5346,NORMAL,11,5,2020
9982,2020-05-12,Mardi,20,2,12,19922,9207,NORMAL,12,5,2020
9983,2020-05-12,Mardi,20,2,8,18594,12921,NORMAL,12,5,2020
9984,2020-05-12,Mardi,20,2,7,17975,13074,NORMAL,12,5,2020
9985,2020-05-12,Mardi,20,2,19,14829,10720,NORMAL,12,5,2020
9986,2020-05-12,Mardi,20,2,5,3580,4946,NORMAL,12,5,2020
9987,2020-05-12,Mardi,20,2,23,3053,5406,NORMAL,12,5,2020
9988,2020-05-12,Mardi,20,2,0,1355,3983,NORMAL,12,5,2020
9989,2020-05-13,Mercredi,20,3,16,25439,12394,NORMAL,13,5,2020
9990,2020-05-13,Mercredi,20,3,7,16709,13272,NORMAL,13,5,2020
9991,2020-05-13,Mercredi,20,3,19,15806,10840,NORMAL,13,5,2020
9992,2020-05-13,Mercredi,20,3,21,5243,5840,NORMAL,13,5,2020
9993,2020-05-13,Mercredi,20,3,23,2804,5419,NORMAL,13,5,2020
9994,2020-05-13,Mercredi,20,3,1,58,295,NORMAL,13,5,2020
9995,2020-05-14,Jeudi,20,4,17,28666,13484,NORMAL,14,5,2020
9996,2020-05-14,Jeudi,20,4,18,23509,13443,NORMAL,14,5,2020
9997,2020-05-14,Jeudi,20,4,12,20291,9332,NORMAL,14,5,2020
9998,2020-05-14,Jeudi,20,4,11,19103,9021,NORMAL,14,5,2020
9999,2020-05-14,Jeudi,20,4,8,18870,13270,NORMAL,14,5,2020
10000,2020-05-14,Jeudi,20,4,6,9088,9559,NORMAL,14,5,2020
10001,2020-05-14,Jeudi,20,4,0,1610,3978,NORMAL,14,5,2020
10002,2020-05-15,Vendredi,20,5,16,30631,12579,NORMAL,15,5,2020
10003,2020-05-15,Vendredi,20,5,17,28915,13479,NORMAL,15,5,2020
10004,2020-05-15,Vendredi,20,5,18,23049,13207,NORMAL,15,5,2020
10005,2020-05-15,Vendredi,20,5,13,23040,9377,NORMAL,15,5,2020
10006,2020-05-15,Vendredi,20,5,19,16185,10850,NORMAL,15,5,2020
10007,2020-05-15,Vendredi,20,5,20,9948,7840,NORMAL,15,5,2020
10008,2020-05-16,Samedi,20,6,14,20635,9004,SAMEDI,16,5,2020
10009,2020-05-16,Samedi,20,6,17,20199,9507,SAMEDI,16,5,2020
10010,2020-05-16,Samedi,20,6,12,15793,8455,SAMEDI,16,5,2020
10011,2020-05-16,Samedi,20,6,19,12176,7919,SAMEDI,16,5,2020
10012,2020-05-16,Samedi,20,6,21,7105,5442,SAMEDI,16,5,2020
10013,2020-05-16,Samedi,20,6,23,5410,5333,SAMEDI,16,5,2020
10014,2020-05-16,Samedi,20,6,7,4373,6004,SAMEDI,16,5,2020
10015,2020-05-16,Samedi,20,6,4,265,626,SAMEDI,16,5,2020
10016,2020-05-17,Dimanche,20,7,14,10254,6565,DIMANCHE,17,5,2020
10017,2020-05-17,Dimanche,20,7,20,8059,5526,DIMANCHE,17,5,2020
10018,2020-05-17,Dimanche,20,7,7,1832,5476,DIMANCHE,17,5,2020
10020,2020-05-18,Lundi,21,1,14,21838,9012,NORMAL,18,5,2020
10021,2020-05-18,Lundi,21,1,12,20546,9284,NORMAL,18,5,2020
10022,2020-05-18,Lundi,21,1,10,15780,8883,NORMAL,18,5,2020
10023,2020-05-18,Lundi,21,1,21,6265,5859,NORMAL,18,5,2020
10024,2020-05-18,Lundi,21,1,23,3418,5388,NORMAL,18,5,2020
10025,2020-05-19,Mardi,21,2,18,24503,13103,NORMAL,19,5,2020
10026,2020-05-19,Mardi,21,2,13,24475,9355,NORMAL,19,5,2020
10027,2020-05-19,Mardi,21,2,14,22952,9019,NORMAL,19,5,2020
10028,2020-05-19,Mardi,21,2,8,20475,13197,NORMAL,19,5,2020
10029,2020-05-19,Mardi,21,2,19,16953,10818,NORMAL,19,5,2020
10030,2020-05-19,Mardi,21,2,10,16339,8900,NORMAL,19,5,2020
10031,2020-05-19,Mardi,21,2,21,6887,5891,NORMAL,19,5,2020
10032,2020-05-19,Mardi,21,2,0,1817,4012,NORMAL,19,5,2020
10033,2020-05-20,Mercredi,21,3,15,27764,9371,NORMAL,20,5,2020
10034,2020-05-20,Mercredi,21,3,18,26555,13368,NORMAL,20,5,2020
10035,2020-05-20,Mercredi,21,3,11,21254,8999,NORMAL,20,5,2020
10036,2020-05-20,Mercredi,21,3,8,19338,13286,NORMAL,20,5,2020
10037,2020-05-20,Mercredi,21,3,7,17782,13242,NORMAL,20,5,2020
10038,2020-05-20,Mercredi,21,3,10,17339,8910,NORMAL,20,5,2020
10039,2020-05-20,Mercredi,21,3,9,16914,10887,NORMAL,20,5,2020
10040,2020-05-20,Mercredi,21,3,22,6481,5378,NORMAL,20,5,2020
10041,2020-05-20,Mercredi,21,3,4,316,759,NORMAL,20,5,2020
10042,2020-05-20,Mercredi,21,3,1,129,294,NORMAL,20,5,2020
10044,2020-05-21,Jeudi,21,4,16,14200,6565,VACANCES,21,5,2020
10045,2020-05-21,Jeudi,21,4,18,14068,6545,VACANCES,21,5,2020
10046,2020-05-21,Jeudi,21,4,14,13295,6596,VACANCES,21,5,2020
10047,2020-05-21,Jeudi,21,4,19,11465,6232,VACANCES,21,5,2020
10048,2020-05-21,Jeudi,21,4,23,4570,5230,VACANCES,21,5,2020
10049,2020-05-21,Jeudi,21,4,0,2101,3865,VACANCES,21,5,2020
10050,2020-05-21,Jeudi,21,4,6,1967,4974,VACANCES,21,5,2020
10051,2020-05-21,Jeudi,21,4,5,1035,3122,VACANCES,21,5,2020
10052,2020-05-21,Jeudi,21,4,1,79,286,VACANCES,21,5,2020
10053,2020-05-22,Vendredi,21,5,18,25523,13416,NORMAL,22,5,2020
10054,2020-05-22,Vendredi,21,5,14,24387,9037,NORMAL,22,5,2020
10055,2020-05-22,Vendredi,21,5,11,21547,9006,NORMAL,22,5,2020
10056,2020-05-22,Vendredi,21,5,19,18251,10853,NORMAL,22,5,2020
10057,2020-05-22,Vendredi,21,5,9,16793,10776,NORMAL,22,5,2020
10058,2020-05-22,Vendredi,21,5,7,15219,13233,NORMAL,22,5,2020
10059,2020-05-22,Vendredi,21,5,6,6680,9541,NORMAL,22,5,2020
