,Date,Day Week,Week Index,Index Day Week,Time Slot,Number of Boarding Passengers,Number of Stops,Schedule Type,Day,Month,Year
53865,2022-06-12,Dimanche,23,7,0,2923,3435,DIMANCHE,12,6,2022
53867,2022-06-13,Lundi,24,1,17,63827,15726,NORMAL,13,6,2022
53868,2022-06-13,Lundi,24,1,8,55782,15354,NORMAL,13,6,2022
53869,2022-06-13,Lundi,24,1,15,44590,11497,NORMAL,13,6,2022
53870,2022-06-13,Lundi,24,1,14,37199,10926,NORMAL,13,6,2022
53871,2022-06-13,Lundi,24,1,9,36101,12727,NORMAL,13,6,2022
53872,2022-06-13,Lundi,24,1,11,34643,10996,NORMAL,13,6,2022
53873,2022-06-13,Lundi,24,1,19,32497,13120,NORMAL,13,6,2022
53874,2022-06-13,Lundi,24,1,6,17258,9995,NORMAL,13,6,2022
53875,2022-06-13,Lundi,24,1,21,13769,6332,NORMAL,13,6,2022
53876,2022-06-13,Lundi,24,1,4,728,838,NORMAL,13,6,2022
53877,2022-06-14,Mardi,24,2,18,45983,12661,NORMAL,14,6,2022
53878,2022-06-14,Mardi,24,2,9,35265,12201,NORMAL,14,6,2022
53879,2022-06-14,Mardi,24,2,10,31653,10746,NORMAL,14,6,2022
53880,2022-06-14,Mardi,24,2,21,13739,5051,NORMAL,14,6,2022
53881,2022-06-14,Mardi,24,2,23,9447,5612,NORMAL,14,6,2022
53882,2022-06-14,Mardi,24,2,0,3427,4340,NORMAL,14,6,2022
53883,2022-06-14,Mardi,24,2,4,633,834,NORMAL,14,6,2022
53884,2022-06-15,Mercredi,24,3,17,63656,15485,NORMAL,15,6,2022
53885,2022-06-15,Mercredi,24,3,12,49071,11553,NORMAL,15,6,2022
53886,2022-06-15,Mercredi,24,3,11,39025,10970,NORMAL,15,6,2022
53887,2022-06-15,Mercredi,24,3,19,35665,13113,NORMAL,15,6,2022
53888,2022-06-15,Mercredi,24,3,22,13293,5625,NORMAL,15,6,2022
53889,2022-06-16,Jeudi,24,4,17,64527,15623,NORMAL,16,6,2022
53890,2022-06-16,Jeudi,24,4,8,58366,15372,NORMAL,16,6,2022
53891,2022-06-16,Jeudi,24,4,18,55849,15728,NORMAL,16,6,2022
53892,2022-06-16,Jeudi,24,4,12,43655,11475,NORMAL,16,6,2022
53893,2022-06-16,Jeudi,24,4,19,37834,13088,NORMAL,16,6,2022
53894,2022-06-16,Jeudi,24,4,20,24255,8966,NORMAL,16,6,2022
53895,2022-06-16,Jeudi,24,4,5,6342,5344,NORMAL,16,6,2022
53896,2022-06-16,Jeudi,24,4,4,650,837,NORMAL,16,6,2022
53898,2022-06-17,Vendredi,24,5,15,46368,11499,NORMAL,17,6,2022
53899,2022-06-17,Vendredi,24,5,13,44602,11464,NORMAL,17,6,2022
53900,2022-06-17,Vendredi,24,5,12,43505,11480,NORMAL,17,6,2022
53901,2022-06-17,Vendredi,24,5,9,38456,12813,NORMAL,17,6,2022
53902,2022-06-17,Vendredi,24,5,11,37519,10788,NORMAL,17,6,2022
53903,2022-06-17,Vendredi,24,5,2,1558,1023,NORMAL,17,6,2022
53904,2022-06-17,Vendredi,24,5,4,1076,985,NORMAL,17,6,2022
53905,2022-06-17,Vendredi,24,5,3,291,269,NORMAL,17,6,2022
53907,2022-06-18,Samedi,24,6,15,34633,9525,SAMEDI,18,6,2022
53908,2022-06-18,Samedi,24,6,13,34173,9165,SAMEDI,18,6,2022
53909,2022-06-18,Samedi,24,6,10,27244,7581,SAMEDI,18,6,2022
53910,2022-06-18,Samedi,24,6,9,23134,7553,SAMEDI,18,6,2022
53911,2022-06-18,Samedi,24,6,21,18576,5612,SAMEDI,18,6,2022
53912,2022-06-18,Samedi,24,6,22,18106,5608,SAMEDI,18,6,2022
53913,2022-06-18,Samedi,24,6,8,15834,7178,SAMEDI,18,6,2022
53914,2022-06-18,Samedi,24,6,0,10049,4468,SAMEDI,18,6,2022
53915,2022-06-19,Dimanche,24,7,18,24129,6672,DIMANCHE,19,6,2022
53916,2022-06-19,Dimanche,24,7,17,21878,6687,DIMANCHE,19,6,2022
53917,2022-06-19,Dimanche,24,7,13,20427,6488,DIMANCHE,19,6,2022
53918,2022-06-19,Dimanche,24,7,11,17002,5609,DIMANCHE,19,6,2022
53919,2022-06-19,Dimanche,24,7,21,13774,4924,DIMANCHE,19,6,2022
53920,2022-06-19,Dimanche,24,7,22,10950,4582,DIMANCHE,19,6,2022
53921,2022-06-19,Dimanche,24,7,8,7928,4818,DIMANCHE,19,6,2022
53922,2022-06-19,Dimanche,24,7,4,1015,600,DIMANCHE,19,6,2022
53923,2022-06-19,Dimanche,24,7,1,167,265,DIMANCHE,19,6,2022
53924,2022-06-20,Lundi,25,1,8,55332,15616,NORMAL,20,6,2022
53925,2022-06-20,Lundi,25,1,14,36825,11070,NORMAL,20,6,2022
53926,2022-06-20,Lundi,25,1,6,17227,10054,NORMAL,20,6,2022
53927,2022-06-20,Lundi,25,1,22,12295,5600,NORMAL,20,6,2022
53928,2022-06-20,Lundi,25,1,23,8421,5578,NORMAL,20,6,2022
53929,2022-06-20,Lundi,25,1,4,830,838,NORMAL,20,6,2022
53930,2022-06-21,Mardi,25,2,15,45761,11581,NORMAL,21,6,2022
53931,2022-06-21,Mardi,25,2,7,44392,15286,NORMAL,21,6,2022
53932,2022-06-21,Mardi,25,2,14,38489,11152,NORMAL,21,6,2022
53933,2022-06-21,Mardi,25,2,11,36547,11107,NORMAL,21,6,2022
53934,2022-06-21,Mardi,25,2,10,32818,11197,NORMAL,21,6,2022
53935,2022-06-21,Mardi,25,2,5,6674,5404,NORMAL,21,6,2022
53937,2022-06-22,Mercredi,25,3,17,61643,15932,NORMAL,22,6,2022
53938,2022-06-22,Mercredi,25,3,16,57242,14909,NORMAL,22,6,2022
53939,2022-06-22,Mercredi,25,3,13,42493,11410,NORMAL,22,6,2022
53940,2022-06-22,Mercredi,25,3,20,21236,9330,NORMAL,22,6,2022
53941,2022-06-22,Mercredi,25,3,22,11314,5586,NORMAL,22,6,2022
53942,2022-06-22,Mercredi,25,3,5,6735,5394,NORMAL,22,6,2022
53943,2022-06-22,Mercredi,25,3,4,720,843,NORMAL,22,6,2022
53944,2022-06-23,Jeudi,25,4,18,50615,16092,NORMAL,23,6,2022
53945,2022-06-23,Jeudi,25,4,13,42193,11502,NORMAL,23,6,2022
53946,2022-06-23,Jeudi,25,4,7,42012,15522,NORMAL,23,6,2022
53947,2022-06-23,Jeudi,25,4,21,15604,6413,NORMAL,23,6,2022
53948,2022-06-23,Jeudi,25,4,23,9536,5538,NORMAL,23,6,2022
53949,2022-06-23,Jeudi,25,4,0,4757,4196,NORMAL,23,6,2022
53950,2022-06-23,Jeudi,25,4,4,744,839,NORMAL,23,6,2022
53951,2022-06-23,Jeudi,25,4,1,348,310,NORMAL,23,6,2022
53952,2022-06-24,Vendredi,25,5,17,58507,15791,NORMAL,24,6,2022
53953,2022-06-24,Vendredi,25,5,18,52033,16035,NORMAL,24,6,2022
53954,2022-06-24,Vendredi,25,5,12,46175,11669,NORMAL,24,6,2022
53955,2022-06-24,Vendredi,25,5,7,37929,15448,NORMAL,24,6,2022
53956,2022-06-24,Vendredi,25,5,10,33327,11162,NORMAL,24,6,2022
53957,2022-06-24,Vendredi,25,5,20,24345,9256,NORMAL,24,6,2022
53958,2022-06-24,Vendredi,25,5,23,15970,5441,NORMAL,24,6,2022
53959,2022-06-24,Vendredi,25,5,0,9866,4400,NORMAL,24,6,2022
53960,2022-06-24,Vendredi,25,5,1,4784,1759,NORMAL,24,6,2022
53961,2022-06-25,Samedi,25,6,18,39143,9466,SAMEDI,25,6,2022
53962,2022-06-25,Samedi,25,6,15,38745,9277,SAMEDI,25,6,2022
53963,2022-06-25,Samedi,25,6,21,24763,5476,SAMEDI,25,6,2022
53964,2022-06-25,Samedi,25,6,20,24016,6181,SAMEDI,25,6,2022
53965,2022-06-25,Samedi,25,6,9,21974,7425,SAMEDI,25,6,2022
53966,2022-06-25,Samedi,25,6,22,19577,5433,SAMEDI,25,6,2022
53967,2022-06-25,Samedi,25,6,23,16366,5410,SAMEDI,25,6,2022
53968,2022-06-25,Samedi,25,6,0,10290,4324,SAMEDI,25,6,2022
53969,2022-06-26,Dimanche,25,7,18,24747,6540,DIMANCHE,26,6,2022
53970,2022-06-26,Dimanche,25,7,15,22522,6376,DIMANCHE,26,6,2022
53971,2022-06-26,Dimanche,25,7,20,17047,5653,DIMANCHE,26,6,2022
53972,2022-06-26,Dimanche,25,7,21,14306,4903,DIMANCHE,26,6,2022
53973,2022-06-26,Dimanche,25,7,22,11366,4529,DIMANCHE,26,6,2022
53974,2022-06-26,Dimanche,25,7,8,6529,4704,DIMANCHE,26,6,2022
53975,2022-06-26,Dimanche,25,7,0,3496,3515,DIMANCHE,26,6,2022
53976,2022-06-26,Dimanche,25,7,1,177,264,DIMANCHE,26,6,2022
53977,2022-06-27,Lundi,26,1,17,60455,15961,NORMAL,27,6,2022
53978,2022-06-27,Lundi,26,1,14,39526,11097,NORMAL,27,6,2022
53979,2022-06-27,Lundi,26,1,12,36762,11486,NORMAL,27,6,2022
53980,2022-06-27,Lundi,26,1,10,30591,11239,NORMAL,27,6,2022
53981,2022-06-27,Lundi,26,1,20,18228,9377,NORMAL,27,6,2022
53982,2022-06-27,Lundi,26,1,21,12613,6404,NORMAL,27,6,2022
53983,2022-06-27,Lundi,26,1,0,3311,4218,NORMAL,27,6,2022
53985,2022-06-28,Mardi,26,2,16,56176,14904,NORMAL,28,6,2022
53986,2022-06-28,Mardi,26,2,11,33162,10501,NORMAL,28,6,2022
53987,2022-06-28,Mardi,26,2,20,20572,9401,NORMAL,28,6,2022
53988,2022-06-28,Mardi,26,2,6,16836,10075,NORMAL,28,6,2022
53989,2022-06-28,Mardi,26,2,22,12655,5637,NORMAL,28,6,2022
53990,2022-06-28,Mardi,26,2,5,6945,5415,NORMAL,28,6,2022
53991,2022-06-28,Mardi,26,2,0,3977,4234,NORMAL,28,6,2022
53992,2022-06-29,Mercredi,26,3,15,42642,10759,NORMAL,29,6,2022
53993,2022-06-29,Mercredi,26,3,11,37501,10957,NORMAL,29,6,2022
53994,2022-06-29,Mercredi,26,3,20,21937,9367,NORMAL,29,6,2022
53995,2022-06-29,Mercredi,26,3,6,16353,10116,NORMAL,29,6,2022
53996,2022-06-29,Mercredi,26,3,22,14616,5587,NORMAL,29,6,2022
53997,2022-06-29,Mercredi,26,3,5,6820,5423,NORMAL,29,6,2022
53998,2022-06-29,Mercredi,26,3,0,4951,4187,NORMAL,29,6,2022
53999,2022-06-30,Jeudi,26,4,17,62857,15658,NORMAL,30,6,2022
54000,2022-06-30,Jeudi,26,4,18,56309,16032,NORMAL,30,6,2022
54001,2022-06-30,Jeudi,26,4,19,32409,13428,NORMAL,30,6,2022
54002,2022-06-30,Jeudi,26,4,10,31468,10750,NORMAL,30,6,2022
54003,2022-06-30,Jeudi,26,4,20,23087,9413,NORMAL,30,6,2022
54004,2022-06-30,Jeudi,26,4,4,880,841,NORMAL,30,6,2022
54005,2022-06-30,Jeudi,26,4,1,196,326,NORMAL,30,6,2022
54006,2022-07-01,Vendredi,26,5,16,53885,14740,NORMAL,1,7,2022
54007,2022-07-01,Vendredi,26,5,14,40093,10970,NORMAL,1,7,2022
54008,2022-07-01,Vendredi,26,5,10,31225,11227,NORMAL,1,7,2022
54009,2022-07-01,Vendredi,26,5,6,15442,9934,NORMAL,1,7,2022
54010,2022-07-01,Vendredi,26,5,0,7972,4463,NORMAL,1,7,2022
54011,2022-07-01,Vendredi,26,5,1,3484,1867,NORMAL,1,7,2022
54012,2022-07-01,Vendredi,26,5,4,1032,1013,NORMAL,1,7,2022
54013,2022-07-02,Samedi,26,6,16,34614,9787,VACANCES,2,7,2022
54014,2022-07-02,Samedi,26,6,12,29383,8844,VACANCES,2,7,2022
54015,2022-07-02,Samedi,26,6,9,20430,7666,VACANCES,2,7,2022
54016,2022-07-02,Samedi,26,6,21,15661,5706,VACANCES,2,7,2022
54017,2022-07-02,Samedi,26,6,8,14411,7225,VACANCES,2,7,2022
54018,2022-07-02,Samedi,26,6,7,8317,6770,VACANCES,2,7,2022
54019,2022-07-02,Samedi,26,6,6,5590,5971,VACANCES,2,7,2022
54020,2022-07-02,Samedi,26,6,2,1893,1208,VACANCES,2,7,2022
54021,2022-07-02,Samedi,26,6,4,1109,926,VACANCES,2,7,2022
54022,2022-07-03,Dimanche,26,7,18,22778,6748,VACANCES,3,7,2022
54023,2022-07-03,Dimanche,26,7,17,21521,6733,VACANCES,3,7,2022
54024,2022-07-03,Dimanche,26,7,15,20557,6711,VACANCES,3,7,2022
54025,2022-07-03,Dimanche,26,7,12,17776,5893,VACANCES,3,7,2022
54026,2022-07-03,Dimanche,26,7,11,15739,5680,VACANCES,3,7,2022
54027,2022-07-03,Dimanche,26,7,21,10703,4960,VACANCES,3,7,2022
54028,2022-07-03,Dimanche,26,7,8,6630,4876,VACANCES,3,7,2022
54029,2022-07-03,Dimanche,26,7,7,4698,4688,VACANCES,3,7,2022
54030,2022-07-03,Dimanche,26,7,6,3663,4292,VACANCES,3,7,2022
54031,2022-07-03,Dimanche,26,7,0,3178,3486,VACANCES,3,7,2022
54032,2022-07-03,Dimanche,26,7,5,2833,3098,VACANCES,3,7,2022
54034,2022-07-04,Lundi,27,1,17,60885,13859,VACANCES,4,7,2022
54035,2022-07-04,Lundi,27,1,14,34248,9188,VACANCES,4,7,2022
54036,2022-07-04,Lundi,27,1,19,26884,11131,VACANCES,4,7,2022
54037,2022-07-04,Lundi,27,1,20,17101,7885,VACANCES,4,7,2022
54038,2022-07-05,Mardi,27,2,16,49545,12947,VACANCES,5,7,2022
54039,2022-07-05,Mardi,27,2,18,49142,13770,VACANCES,5,7,2022
54040,2022-07-05,Mardi,27,2,13,35464,9274,VACANCES,5,7,2022
54041,2022-07-05,Mardi,27,2,19,32289,11138,VACANCES,5,7,2022
54042,2022-07-05,Mardi,27,2,7,31766,13477,VACANCES,5,7,2022
54043,2022-07-05,Mardi,27,2,9,31224,11175,VACANCES,5,7,2022
54044,2022-07-05,Mardi,27,2,10,28174,9239,VACANCES,5,7,2022
54045,2022-07-05,Mardi,27,2,20,19655,7854,VACANCES,5,7,2022
54046,2022-07-05,Mardi,27,2,23,8724,5593,VACANCES,5,7,2022
54047,2022-07-05,Mardi,27,2,0,3737,4264,VACANCES,5,7,2022
54049,2022-07-06,Mercredi,27,3,18,48891,13984,VACANCES,6,7,2022
54050,2022-07-06,Mercredi,27,3,11,30891,9160,VACANCES,6,7,2022
54051,2022-07-06,Mercredi,27,3,20,21363,7925,VACANCES,6,7,2022
54052,2022-07-06,Mercredi,27,3,0,4191,4280,VACANCES,6,7,2022
54054,2022-07-07,Jeudi,27,4,18,48378,14087,VACANCES,7,7,2022
54055,2022-07-07,Jeudi,27,4,16,47394,12896,VACANCES,7,7,2022
54056,2022-07-07,Jeudi,27,4,8,42747,13794,VACANCES,7,7,2022
54057,2022-07-07,Jeudi,27,4,15,37300,9560,VACANCES,7,7,2022
54058,2022-07-07,Jeudi,27,4,19,32545,11319,VACANCES,7,7,2022
54059,2022-07-07,Jeudi,27,4,7,30746,13463,VACANCES,7,7,2022
54060,2022-07-07,Jeudi,27,4,20,22089,7976,VACANCES,7,7,2022
54061,2022-07-07,Jeudi,27,4,4,800,837,VACANCES,7,7,2022
54062,2022-07-07,Jeudi,27,4,1,267,356,VACANCES,7,7,2022
54063,2022-07-08,Vendredi,27,5,17,52443,13934,VACANCES,8,7,2022
54064,2022-07-08,Vendredi,27,5,16,46645,12874,VACANCES,8,7,2022
54065,2022-07-08,Vendredi,27,5,8,38621,13758,VACANCES,8,7,2022
54066,2022-07-08,Vendredi,27,5,13,35143,9215,VACANCES,8,7,2022
54067,2022-07-08,Vendredi,27,5,22,13952,5610,VACANCES,8,7,2022
54068,2022-07-08,Vendredi,27,5,0,6923,4506,VACANCES,8,7,2022
54069,2022-07-08,Vendredi,27,5,4,1056,1089,VACANCES,8,7,2022
54070,2022-07-09,Samedi,27,6,16,30854,9768,VACANCES,9,7,2022
54071,2022-07-09,Samedi,27,6,14,29176,9300,VACANCES,9,7,2022
54072,2022-07-09,Samedi,27,6,13,27000,9194,VACANCES,9,7,2022
54073,2022-07-09,Samedi,27,6,12,25986,8809,VACANCES,9,7,2022
54074,2022-07-09,Samedi,27,6,11,25385,7869,VACANCES,9,7,2022
54075,2022-07-09,Samedi,27,6,9,19418,7620,VACANCES,9,7,2022
54076,2022-07-09,Samedi,27,6,22,14924,5590,VACANCES,9,7,2022
54077,2022-07-09,Samedi,27,6,23,12031,5605,VACANCES,9,7,2022
54078,2022-07-09,Samedi,27,6,1,4210,1937,VACANCES,9,7,2022
54079,2022-07-10,Dimanche,27,7,12,15684,5876,VACANCES,10,7,2022
54080,2022-07-10,Dimanche,27,7,21,13127,4976,VACANCES,10,7,2022
54081,2022-07-10,Dimanche,27,7,7,4674,4695,VACANCES,10,7,2022
54082,2022-07-11,Lundi,28,1,17,53787,13994,VACANCES,11,7,2022
54083,2022-07-11,Lundi,28,1,16,43782,12844,VACANCES,11,7,2022
54084,2022-07-11,Lundi,28,1,8,37800,13716,VACANCES,11,7,2022
54085,2022-07-11,Lundi,28,1,14,33300,9248,VACANCES,11,7,2022
54086,2022-07-11,Lundi,28,1,6,14985,9432,VACANCES,11,7,2022
54087,2022-07-11,Lundi,28,1,21,13480,5971,VACANCES,11,7,2022
54088,2022-07-11,Lundi,28,1,22,11345,5603,VACANCES,11,7,2022
54089,2022-07-12,Mardi,28,2,17,54486,13946,VACANCES,12,7,2022
54090,2022-07-12,Mardi,28,2,18,45673,13898,VACANCES,12,7,2022
54091,2022-07-12,Mardi,28,2,13,33056,9267,VACANCES,12,7,2022
54092,2022-07-12,Mardi,28,2,12,32300,9202,VACANCES,12,7,2022
54093,2022-07-12,Mardi,28,2,9,29457,10971,VACANCES,12,7,2022
54094,2022-07-12,Mardi,28,2,11,28650,9057,VACANCES,12,7,2022
54095,2022-07-12,Mardi,28,2,0,3676,4180,VACANCES,12,7,2022
54096,2022-07-12,Mardi,28,2,1,187,354,VACANCES,12,7,2022
54097,2022-07-13,Mercredi,28,3,16,43360,12677,VACANCES,13,7,2022
54098,2022-07-13,Mercredi,28,3,8,38897,13707,VACANCES,13,7,2022
54099,2022-07-13,Mercredi,28,3,15,34885,9411,VACANCES,13,7,2022
54100,2022-07-13,Mercredi,28,3,13,32025,9327,VACANCES,13,7,2022
54101,2022-07-13,Mercredi,28,3,19,30586,11196,VACANCES,13,7,2022
54102,2022-07-13,Mercredi,28,3,9,28370,11083,VACANCES,13,7,2022
54103,2022-07-13,Mercredi,28,3,7,27594,13385,VACANCES,13,7,2022
54104,2022-07-13,Mercredi,28,3,20,20444,7903,VACANCES,13,7,2022
54105,2022-07-13,Mercredi,28,3,6,14610,9431,VACANCES,13,7,2022
54106,2022-07-13,Mercredi,28,3,1,314,361,VACANCES,13,7,2022
54107,2022-07-14,Jeudi,28,4,17,50649,13945,VACANCES,14,7,2022
54108,2022-07-14,Jeudi,28,4,16,42550,12755,VACANCES,14,7,2022
54109,2022-07-14,Jeudi,28,4,8,39243,13754,VACANCES,14,7,2022
54110,2022-07-14,Jeudi,28,4,19,31123,10995,VACANCES,14,7,2022
54111,2022-07-14,Jeudi,28,4,11,28398,9075,VACANCES,14,7,2022
54112,2022-07-14,Jeudi,28,4,10,25910,9119,VACANCES,14,7,2022
54113,2022-07-14,Jeudi,28,4,6,14524,9441,VACANCES,14,7,2022
54114,2022-07-14,Jeudi,28,4,4,859,837,VACANCES,14,7,2022
54115,2022-07-14,Jeudi,28,4,1,450,357,VACANCES,14,7,2022
54116,2022-07-15,Vendredi,28,5,18,40298,13710,VACANCES,15,7,2022
54117,2022-07-15,Vendredi,28,5,8,35268,13568,VACANCES,15,7,2022
54118,2022-07-15,Vendredi,28,5,12,32220,9300,VACANCES,15,7,2022
54119,2022-07-15,Vendredi,28,5,13,32185,9357,VACANCES,15,7,2022
54120,2022-07-15,Vendredi,28,5,11,28704,9140,VACANCES,15,7,2022
54121,2022-07-15,Vendredi,28,5,20,22109,7962,VACANCES,15,7,2022
54122,2022-07-15,Vendredi,28,5,21,16411,6031,VACANCES,15,7,2022
54123,2022-07-15,Vendredi,28,5,22,14731,5608,VACANCES,15,7,2022
54124,2022-07-15,Vendredi,28,5,1,3964,1898,VACANCES,15,7,2022
54125,2022-07-16,Samedi,28,6,15,28739,9468,VACANCES,16,7,2022
54126,2022-07-16,Samedi,28,6,19,22005,7816,VACANCES,16,7,2022
54127,2022-07-16,Samedi,28,6,21,16167,5576,VACANCES,16,7,2022
54128,2022-07-16,Samedi,28,6,4,1156,929,VACANCES,16,7,2022
54129,2022-07-17,Dimanche,28,7,19,18975,6457,VACANCES,17,7,2022
54130,2022-07-17,Dimanche,28,7,17,18652,6717,VACANCES,17,7,2022
54131,2022-07-17,Dimanche,28,7,15,17469,6660,VACANCES,17,7,2022
54132,2022-07-17,Dimanche,28,7,20,15750,5759,VACANCES,17,7,2022
54133,2022-07-17,Dimanche,28,7,12,15053,5707,VACANCES,17,7,2022
54134,2022-07-17,Dimanche,28,7,21,12529,4970,VACANCES,17,7,2022
54135,2022-07-17,Dimanche,28,7,10,12093,5402,VACANCES,17,7,2022
54136,2022-07-17,Dimanche,28,7,9,10073,5264,VACANCES,17,7,2022
54137,2022-07-18,Lundi,29,1,16,39863,12789,VACANCES,18,7,2022
54138,2022-07-18,Lundi,29,1,8,36903,13716,VACANCES,18,7,2022
54139,2022-07-18,Lundi,29,1,15,32019,9529,VACANCES,18,7,2022
54140,2022-07-18,Lundi,29,1,13,29976,9240,VACANCES,18,7,2022
54141,2022-07-18,Lundi,29,1,4,775,835,VACANCES,18,7,2022
54143,2022-07-19,Mardi,29,2,16,40283,12734,VACANCES,19,7,2022
54144,2022-07-19,Mardi,29,2,14,29841,9154,VACANCES,19,7,2022
54145,2022-07-19,Mardi,29,2,12,29530,9200,VACANCES,19,7,2022
54146,2022-07-19,Mardi,29,2,6,14125,9415,VACANCES,19,7,2022
54147,2022-07-19,Mardi,29,2,22,12159,5527,VACANCES,19,7,2022
54148,2022-07-19,Mardi,29,2,23,8914,5512,VACANCES,19,7,2022
54149,2022-07-20,Mercredi,29,3,16,43358,12472,VACANCES,20,7,2022
54150,2022-07-20,Mercredi,29,3,15,31366,9390,VACANCES,20,7,2022
54151,2022-07-20,Mercredi,29,3,12,30047,9309,VACANCES,20,7,2022
54152,2022-07-20,Mercredi,29,3,19,29990,10921,VACANCES,20,7,2022
54153,2022-07-20,Mercredi,29,3,13,29511,9325,VACANCES,20,7,2022
54154,2022-07-20,Mercredi,29,3,9,26798,10941,VACANCES,20,7,2022
54155,2022-07-20,Mercredi,29,3,11,26760,9127,VACANCES,20,7,2022
54156,2022-07-20,Mercredi,29,3,7,25524,13204,VACANCES,20,7,2022
54157,2022-07-20,Mercredi,29,3,10,25170,9187,VACANCES,20,7,2022
54158,2022-07-20,Mercredi,29,3,22,12434,5602,VACANCES,20,7,2022
54159,2022-07-20,Mercredi,29,3,5,6421,5364,VACANCES,20,7,2022
54160,2022-07-20,Mercredi,29,3,4,852,838,VACANCES,20,7,2022
54161,2022-07-20,Mercredi,29,3,1,269,361,VACANCES,20,7,2022
54162,2022-07-21,Jeudi,29,4,18,41269,13587,VACANCES,21,7,2022
54163,2022-07-21,Jeudi,29,4,16,39183,12523,VACANCES,21,7,2022
54164,2022-07-21,Jeudi,29,4,12,29531,9313,VACANCES,21,7,2022
54165,2022-07-21,Jeudi,29,4,11,27193,9156,VACANCES,21,7,2022
54166,2022-07-21,Jeudi,29,4,20,21394,7929,VACANCES,21,7,2022
54167,2022-07-21,Jeudi,29,4,21,15940,6027,VACANCES,21,7,2022
54168,2022-07-21,Jeudi,29,4,22,12385,5581,VACANCES,21,7,2022
54169,2022-07-21,Jeudi,29,4,23,9661,5511,VACANCES,21,7,2022
54170,2022-07-21,Jeudi,29,4,4,857,825,VACANCES,21,7,2022
54172,2022-07-22,Vendredi,29,5,17,44874,13389,VACANCES,22,7,2022
54173,2022-07-22,Vendredi,29,5,12,31229,9271,VACANCES,22,7,2022
54174,2022-07-22,Vendredi,29,5,13,30512,9377,VACANCES,22,7,2022
54175,2022-07-22,Vendredi,29,5,19,28479,11035,VACANCES,22,7,2022
54176,2022-07-22,Vendredi,29,5,11,27400,9136,VACANCES,22,7,2022
54177,2022-07-22,Vendredi,29,5,20,19766,7902,VACANCES,22,7,2022
54178,2022-07-22,Vendredi,29,5,21,14772,6011,VACANCES,22,7,2022
54179,2022-07-22,Vendredi,29,5,22,12960,5586,VACANCES,22,7,2022
54180,2022-07-22,Vendredi,29,5,23,10294,5564,VACANCES,22,7,2022
54181,2022-07-22,Vendredi,29,5,0,5612,4427,VACANCES,22,7,2022
54182,2022-07-22,Vendredi,29,5,2,1270,1208,VACANCES,22,7,2022
54184,2022-07-23,Samedi,29,6,16,27663,9645,VACANCES,23,7,2022
54185,2022-07-23,Samedi,29,6,18,26442,9625,VACANCES,23,7,2022
54186,2022-07-23,Samedi,29,6,14,25989,9242,VACANCES,23,7,2022
54187,2022-07-23,Samedi,29,6,10,20807,7569,VACANCES,23,7,2022
54188,2022-07-23,Samedi,29,6,20,15795,6370,VACANCES,23,7,2022
54189,2022-07-23,Samedi,29,6,8,12030,7123,VACANCES,23,7,2022
54190,2022-07-23,Samedi,29,6,23,10988,5467,VACANCES,23,7,2022
54191,2022-07-23,Samedi,29,6,7,6864,6760,VACANCES,23,7,2022
54192,2022-07-23,Samedi,29,6,3,385,341,VACANCES,23,7,2022
54193,2022-07-24,Dimanche,29,7,20,15543,5739,VACANCES,24,7,2022
54194,2022-07-24,Dimanche,29,7,13,15439,6542,VACANCES,24,7,2022
54195,2022-07-24,Dimanche,29,7,21,12775,4982,VACANCES,24,7,2022
54196,2022-07-24,Dimanche,29,7,10,11893,5598,VACANCES,24,7,2022
54197,2022-07-24,Dimanche,29,7,22,10629,4593,VACANCES,24,7,2022
54198,2022-07-24,Dimanche,29,7,8,6185,4859,VACANCES,24,7,2022
54199,2022-07-24,Dimanche,29,7,6,3526,4269,VACANCES,24,7,2022
54200,2022-07-24,Dimanche,29,7,5,2855,3130,VACANCES,24,7,2022
54201,2022-07-24,Dimanche,29,7,4,885,618,VACANCES,24,7,2022
54202,2022-07-24,Dimanche,29,7,1,147,261,VACANCES,24,7,2022
54203,2022-07-25,Lundi,30,1,16,37554,12793,VACANCES,25,7,2022
54204,2022-07-25,Lundi,30,1,10,23699,9212,VACANCES,25,7,2022
54205,2022-07-25,Lundi,30,1,20,16978,7871,VACANCES,25,7,2022
54206,2022-07-25,Lundi,30,1,6,13109,9459,VACANCES,25,7,2022
54207,2022-07-25,Lundi,30,1,21,12398,5976,VACANCES,25,7,2022
54208,2022-07-25,Lundi,30,1,23,7790,5579,VACANCES,25,7,2022
54209,2022-07-25,Lundi,30,1,5,5936,5327,VACANCES,25,7,2022
54210,2022-07-25,Lundi,30,1,0,3235,4247,VACANCES,25,7,2022
54211,2022-07-26,Mardi,30,2,18,42131,13652,VACANCES,26,7,2022
54212,2022-07-26,Mardi,30,2,16,39798,12460,VACANCES,26,7,2022
54213,2022-07-26,Mardi,30,2,8,35202,13431,VACANCES,26,7,2022
54214,2022-07-26,Mardi,30,2,15,32180,9503,VACANCES,26,7,2022
54215,2022-07-26,Mardi,30,2,14,30106,9260,VACANCES,26,7,2022
54216,2022-07-26,Mardi,30,2,10,24228,9188,VACANCES,26,7,2022
54217,2022-07-26,Mardi,30,2,5,6303,5372,VACANCES,26,7,2022
54218,2022-07-26,Mardi,30,2,0,4072,4252,VACANCES,26,7,2022
